PDV_ID;NOME;CATEGORIA;ENDERECO;LOCAL;ESTADO;NR_CAIXAS;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;PRIMEIRA_TRANS;ULTIMA_TRANS;CNPJ;RAZAO_SOCIAL;REDE;TIPO_LOJA;MARCA;REGIAO;DATA_PROMO;PODE_PROMO
68;MERCADO JACKSON COUNTY;AUTOSERVICIOS;AVENIDA RUECKER, 779;FEIRA DE SANTANA;BAHIA;1;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;CONVENIENCIA;INDEPENDENTE;"";"";"";201802;202507;60567925384769;MERCADO JACKSON COUNTY LTDA;"";Conveniencia;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
69;MERCADO MONROE COUNTY;AUTOSERVICIOS;AV ZEMLAK, 129;RIO DE JANEIRO;RIO DE JANEIRO;7;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;SUPERMERCADO;INDEPENDENTE;"";"";"";201501;202401;38613848013025;MERCADO MONROE COUNTY LTDA;"";Supermercado;"";RIO DE JANEIRO CAPITAL;202401;PUEDE PROMOCIONAR
70;SUPER RUTLAND;AUTOSERVICIOS;AV RUNOLFSDOTTIR, 984;FOZ DO IGUAÇU;PARANA;5;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;OUTROS;INDEPENDENTE;"";"";"";201805;202401;05868138323568;SUPER RUTLAND EIRELI;"";Outros;"";PARANA INTERIOR;202401;PUEDE PROMOCIONAR
71;MERCADINHO DURHAM;AUTOSERVICIOS;AV CORMIER, 929;BETIM;MINAS GERAIS;5;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;OUTROS;INDEPENDENTE;"";"";"";201702;202404;65462370866140;MERCADINHO DURHAM LTDA;"";Outros;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
72;MERCADINHO JEFFERSON COUNTY;AUTOSERVICIOS;AVENIDA DIBBERT, 565;CAMAÇARI;BAHIA;9;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;OUTROS;INDEPENDENTE;"";"";"";202109;202507;18878539463961;MERCADINHO JEFFERSON COUNTY S.A.;"";Outros;"";BAHIA INTERIOR;202507;PUEDE PROMOCIONAR
73;ARMAZÉM COUNTY FERMANAGH;AUTOSERVICIOS;AV HAMMES, 526;JUIZ DE FORA;MINAS GERAIS;6;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;JUIZ DE FORA;CONVENIENCIA;INDEPENDENTE;"";"";"";201806;202508;58468577548870;ARMAZÉM COUNTY FERMANAGH S.A.;"";Conveniencia;"";MINAS GERAIS INTERIOR;202508;PUEDE PROMOCIONAR
74;MERCADO MID GLAMORGAN;AUTOSERVICIOS;AV ULLRICH, 31;SANTOS;SAO PAULO;9;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;CONVENIENCIA;INDEPENDENTE;"";"";"";201806;202406;09279256713624;MERCADO MID GLAMORGAN EIRELI;"";Conveniencia;"";SAO PAULO INTERIOR;202406;PUEDE PROMOCIONAR
75;ARMAZÉM BORDERS;AUTOSERVICIOS;AVENIDA KUNZE, 460;CAMAÇARI;BAHIA;3;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;SUPERMERCADO;INDEPENDENTE;"";"";"";201502;202502;11771809734945;ARMAZÉM BORDERS LTDA;"";Supermercado;"";BAHIA INTERIOR;202502;PUEDE PROMOCIONAR
76;EMPORIO TAYSIDE;AUTOSERVICIOS;AV STEHR, 267;CAMPINAS;SAO PAULO;8;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;OUTROS;INDEPENDENTE;"";"";"";202009;202406;17080331209563;EMPORIO TAYSIDE EIRELI;"";Outros;"";SAO PAULO INTERIOR;202406;PUEDE PROMOCIONAR
77;ARMAZÉM GRAMPIAN;AUTOSERVICIOS;AVENIDA BARTON, 648;CURITIBA;PARANA;8;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;SUPERMERCADO;INDEPENDENTE;"";"";"";202004;202502;65561227772919;ARMAZÉM GRAMPIAN S.A.;"";Supermercado;"";PARANA CAPITAL;202502;PUEDE PROMOCIONAR
78;MERCADO LANCASHIRE;AUTOSERVICIOS;R HILLL-KOZEY, 576;MARINGA;PARANA;2;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;INDEPENDENTE;"";"";"";201705;202507;64081815916566;MERCADO LANCASHIRE S.A.;"";Supermercado;"";PARANA INTERIOR;202507;PUEDE PROMOCIONAR
79;MERCADO HAMILTON COUNTY;AUTOSERVICIOS;AVENIDA MCLAUGHLIN, 558;SAO JOSE DOS CAMPOS;SAO PAULO;4;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;CONVENIENCIA;INDEPENDENTE;"";"";"";201503;202405;12658643637555;MERCADO HAMILTON COUNTY S.A.;"";Conveniencia;"";SAO PAULO INTERIOR;202405;PUEDE PROMOCIONAR
80;EMPORIO HANCOCK COUNTY;AUTOSERVICIOS;R HICKLE, 956;PORTO ALEGRE;RIO GRANDE DO SUL;9;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;OUTROS;INDEPENDENTE;"";"";"";201503;202503;06170670500514;EMPORIO HANCOCK COUNTY S.A.;"";Outros;"";RIO GRANDE DO SUL CAPITAL;;NO PUEDE PROMOCIONAR
81;ARMAZÉM MADISON COUNTY;AUTOSERVICIOS;R FUNK, 147;PELOTAS;RIO GRANDE DO SUL;7;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;SUPERMERCADO;INDEPENDENTE;"";"";"";201704;202401;19669760615072;ARMAZÉM MADISON COUNTY S.A.;"";Supermercado;"";RIO GRANDE DO SUL INTERIOR;;NO PUEDE PROMOCIONAR
82;SUPER WEST MIDLANDS;AUTOSERVICIOS;R STEUBER, 379;CAMAÇARI;BAHIA;3;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;CONVENIENCIA;INDEPENDENTE;"";"";"";201708;202507;50055877324567;SUPER WEST MIDLANDS EIRELI;"";Conveniencia;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
83;MERCADO AVON;AUTOSERVICIOS;RUA EMARD, 265;GRAVATAI;RIO GRANDE DO SUL;9;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;CONVENIENCIA;INDEPENDENTE;"";"";"";201807;202505;24057940784422;MERCADO AVON S.A.;"";Conveniencia;"";RIO GRANDE DO SUL INTERIOR;202505;PUEDE PROMOCIONAR
84;EMPORIO HAMPSHIRE;AUTOSERVICIOS;AVENIDA SHANAHAN, 462;BELO HORIZONTE;MINAS GERAIS;7;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";201909;202401;62351445310078;EMPORIO HAMPSHIRE LTDA;"";Conveniencia;"";MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
85;ARMAZÉM PERRY COUNTY;AUTOSERVICIOS;RUA GLEICHNER, 42;RIBEIRAO PRETO;SAO PAULO;1;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;CONVENIENCIA;INDEPENDENTE;"";"";"";201707;202405;79046171491423;ARMAZÉM PERRY COUNTY S.A.;"";Conveniencia;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
86;EMPORIO LINCOLNSHIRE;AUTOSERVICIOS;AV SWANIAWSKI, 505;FEIRA DE SANTANA;BAHIA;10;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;OUTROS;INDEPENDENTE;"";"";"";201503;202405;46682784002235;EMPORIO LINCOLNSHIRE LTDA;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
87;MERCADO DERBYSHIRE;AUTOSERVICIOS;R QUITZON, 417;PELOTAS;RIO GRANDE DO SUL;7;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;PELOTAS;OUTROS;INDEPENDENTE;"";"";"";202103;202404;16292079230153;MERCADO DERBYSHIRE EIRELI;"";Outros;"";RIO GRANDE DO SUL INTERIOR;202404;PUEDE PROMOCIONAR
88;MERCADINHO AVON;AUTOSERVICIOS;AVENIDA KOZEY, 364;MARINGA;PARANA;6;BRASIL;SUL;PARANA;INTERIOR;MARINGA;SUPERMERCADO;INDEPENDENTE;"";"";"";201603;202507;09822096194369;MERCADINHO AVON EIRELI;"";Supermercado;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
89;MERCADO DOUGLAS COUNTY;AUTOSERVICIOS;AV HEANEY-BAHRINGER, 433;PONTA GROSSA;PARANA;4;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;INDEPENDENTE;"";"";"";202007;202405;69343691871572;MERCADO DOUGLAS COUNTY S.A.;"";Supermercado;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
90;EMPORIO DYFED;AUTOSERVICIOS;AVENIDA BAYER, 597;PONTA GROSSA;PARANA;1;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;INDEPENDENTE;"";"";"";201705;202504;89538127285415;EMPORIO DYFED S.A.;"";Supermercado;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
91;EMPORIO DORSET;AUTOSERVICIOS;R SAUER, 678;SAO PAULO;SAO PAULO;8;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;CONVENIENCIA;INDEPENDENTE;"";"";"";202107;202401;36359745409085;EMPORIO DORSET LTDA;"";Conveniencia;"";SAO PAULO CAPITAL;;NO PUEDE PROMOCIONAR
92;EMPORIO KENT;AUTOSERVICIOS;RUA BARTON, 595;CAMPINAS;SAO PAULO;6;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;SUPERMERCADO;INDEPENDENTE;"";"";"";201801;202505;55990368923951;EMPORIO KENT S.A.;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
93;ARMAZÉM ADAMS COUNTY;AUTOSERVICIOS;AV MCGLYNN, 630;VITORIA DA CONQUISTA;BAHIA;3;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;INDEPENDENTE;"";"";"";202108;202406;45703755014737;ARMAZÉM ADAMS COUNTY S.A.;"";Supermercado;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
94;EMPORIO MARSHALL COUNTY;AUTOSERVICIOS;R O'REILLY, 655;BETIM;MINAS GERAIS;3;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;CONVENIENCIA;INDEPENDENTE;"";"";"";201603;202508;84459990591701;EMPORIO MARSHALL COUNTY S.A.;"";Conveniencia;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
95;MERCADO DEVON;AUTOSERVICIOS;AVENIDA PADBERG, 962;ITABUNA;BAHIA;10;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;OUTROS;INDEPENDENTE;"";"";"";202006;202409;82464871325944;MERCADO DEVON EIRELI;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
96;ARMAZÉM COUNTY LONDONDERRY;AUTOSERVICIOS;AVENIDA SCHOEN, 127;BETIM;MINAS GERAIS;8;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;SUPERMERCADO;INDEPENDENTE;"";"";"";202003;202405;67312364739945;ARMAZÉM COUNTY LONDONDERRY EIRELI;"";Supermercado;"";MINAS GERAIS INTERIOR;202405;PUEDE PROMOCIONAR
97;MERCADINHO DOUGLAS COUNTY;AUTOSERVICIOS;R SAWAYN, 432;NOVA IGUACU;RIO DE JANEIRO;5;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NOVA IGUACU;SUPERMERCADO;INDEPENDENTE;"";"";"";202006;202405;36097753897975;MERCADINHO DOUGLAS COUNTY S.A.;"";Supermercado;"";RIO DE JANEIRO INTERIOR;202405;PUEDE PROMOCIONAR
98;MERCADINHO SOUTH YORKSHIRE;AUTOSERVICIOS;RUA DIBBERT, 590;CURITIBA;PARANA;6;BRASIL;SUL;PARANA;REGIAO DA CAPITAL;CURITIBA;OUTROS;INDEPENDENTE;"";"";"";201908;202405;44604689325889;MERCADINHO SOUTH YORKSHIRE LTDA;"";Outros;"";PARANA CAPITAL;202405;PUEDE PROMOCIONAR
99;MERCADINHO SHROPSHIRE;AUTOSERVICIOS;AVENIDA BASHIRIAN, 781;PORTO ALEGRE;RIO GRANDE DO SUL;8;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;CONVENIENCIA;INDEPENDENTE;"";"";"";201705;202502;09291043172786;MERCADINHO SHROPSHIRE S.A.;"";Conveniencia;"";RIO GRANDE DO SUL CAPITAL;;NO PUEDE PROMOCIONAR
100;EMPORIO WEST SUSSEX;AUTOSERVICIOS;AV TRANTOW, 135;SAO PAULO;SAO PAULO;1;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;OUTROS;INDEPENDENTE;"";"";"";201504;202505;71911751582468;EMPORIO WEST SUSSEX LTDA;"";Outros;"";SAO PAULO CAPITAL;;NO PUEDE PROMOCIONAR
101;EMPORIO KENT;AUTOSERVICIOS;R KUHLMAN, 141;CAMAÇARI;BAHIA;2;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;OUTROS;INDEPENDENTE;"";"";"";202104;202407;87151709484142;EMPORIO KENT EIRELI;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
102;MERCADO GLOUCESTERSHIRE;AUTOSERVICIOS;AVENIDA MILLS, 585;CAMAÇARI;BAHIA;9;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;OUTROS;INDEPENDENTE;"";"";"";202001;202507;30921419815772;MERCADO GLOUCESTERSHIRE EIRELI;"";Outros;"";BAHIA INTERIOR;202507;PUEDE PROMOCIONAR
103;SUPER HUMBERSIDE;AUTOSERVICIOS;AVENIDA VANDERVORT, 678;PONTA GROSSA;PARANA;4;BRASIL;SUL;PARANA;INTERIOR;PONTA GROSSA;SUPERMERCADO;INDEPENDENTE;"";"";"";201902;202409;77432798164526;SUPER HUMBERSIDE S.A.;"";Supermercado;"";PARANA INTERIOR;202409;PUEDE PROMOCIONAR
104;MERCADO DUMFRIES AND GALLOWAY;AUTOSERVICIOS;AVENIDA MEDHURST, 150;GRAVATAI;RIO GRANDE DO SUL;7;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;GRAVATAI;SUPERMERCADO;INDEPENDENTE;"";"";"";202003;202406;29776522461379;MERCADO DUMFRIES AND GALLOWAY LTDA;"";Supermercado;"";RIO GRANDE DO SUL INTERIOR;202406;PUEDE PROMOCIONAR
105;SUPER POLK COUNTY;AUTOSERVICIOS;R PROHASKA, 413;BELO HORIZONTE;MINAS GERAIS;4;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;OUTROS;INDEPENDENTE;"";"";"";201807;202507;10822367502822;SUPER POLK COUNTY S.A.;"";Outros;"";MINAS GERAIS CAPITAL;;NO PUEDE PROMOCIONAR
106;MERCADO HEREFORDSHIRE;AUTOSERVICIOS;RUA ABBOTT, 356;CAXIAS DO SUL;RIO GRANDE DO SUL;9;BRASIL;SUL;RIO GRANDE DO SUL;INTERIOR;CAXIAS DO SUL;OUTROS;INDEPENDENTE;"";"";"";202108;202402;41692314900118;MERCADO HEREFORDSHIRE EIRELI;"";Outros;"";RIO GRANDE DO SUL INTERIOR;202402;PUEDE PROMOCIONAR
107;MERCADINHO LEICESTERSHIRE;AUTOSERVICIOS;RUA MEDHURST, 996;UBERLANDIA;MINAS GERAIS;4;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;UBERLANDIA;CONVENIENCIA;INDEPENDENTE;"";"";"";201808;202405;05500491859416;MERCADINHO LEICESTERSHIRE EIRELI;"";Conveniencia;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
108;MERCADINHO CALHOUN COUNTY;AUTOSERVICIOS;AVENIDA GLEASON, 750;NITEROI;RIO DE JANEIRO;4;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;OUTROS;INDEPENDENTE;"";"";"";201802;202409;98859987358460;MERCADINHO CALHOUN COUNTY EIRELI;"";Outros;"";RIO DE JANEIRO INTERIOR;202409;PUEDE PROMOCIONAR
109;ARMAZÉM AVON;AUTOSERVICIOS;R REMPEL, 101;DUQUE DE CAXIAS;RIO DE JANEIRO;6;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;CONVENIENCIA;INDEPENDENTE;"";"";"";201506;202506;11586477606337;ARMAZÉM AVON LTDA;"";Conveniencia;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
110;EMPORIO NOTTINGHAMSHIRE;AUTOSERVICIOS;R GRADY, 183;RIO DE JANEIRO;RIO DE JANEIRO;4;BRASIL;SUDESTE;RIO DE JANEIRO;REGIAO DA CAPITAL;RIO DE JANEIRO;CONVENIENCIA;INDEPENDENTE;"";"";"";202008;202402;23525124708065;EMPORIO NOTTINGHAMSHIRE EIRELI;"";Conveniencia;"";RIO DE JANEIRO CAPITAL;202402;PUEDE PROMOCIONAR
111;MERCADO GLOUCESTERSHIRE;AUTOSERVICIOS;AV WIZA, 500;VITORIA DA CONQUISTA;BAHIA;9;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;SUPERMERCADO;INDEPENDENTE;"";"";"";201509;202403;60881075291198;MERCADO GLOUCESTERSHIRE EIRELI;"";Supermercado;"";BAHIA INTERIOR;202403;PUEDE PROMOCIONAR
112;MERCADO MARSHALL COUNTY;AUTOSERVICIOS;RUA SWANIAWSKI, 722;SANTOS;SAO PAULO;4;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;CONVENIENCIA;INDEPENDENTE;"";"";"";201503;202402;63422966087172;MERCADO MARSHALL COUNTY EIRELI;"";Conveniencia;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
113;MERCADINHO WASHINGTON COUNTY;AUTOSERVICIOS;RUA ZEMLAK, 543;SAO PAULO;SAO PAULO;2;BRASIL;SUDESTE;SAO PAULO;REGIAO DA CAPITAL;SAO PAULO;SUPERMERCADO;INDEPENDENTE;"";"";"";201707;202503;67761562115692;MERCADINHO WASHINGTON COUNTY EIRELI;"";Supermercado;"";SAO PAULO CAPITAL;202503;PUEDE PROMOCIONAR
114;ARMAZÉM HAMILTON COUNTY;AUTOSERVICIOS;AVENIDA BEATTY, 145;CONTAGEM;MINAS GERAIS;7;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;SUPERMERCADO;INDEPENDENTE;"";"";"";201608;202408;13061392510310;ARMAZÉM HAMILTON COUNTY LTDA;"";Supermercado;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
115;SUPER GWYNEDD COUNTY;AUTOSERVICIOS;RUA KERTZMANN, 776;PORTO ALEGRE;RIO GRANDE DO SUL;8;BRASIL;SUL;RIO GRANDE DO SUL;REGIAO DA CAPITAL;PORTO ALEGRE;CONVENIENCIA;INDEPENDENTE;"";"";"";201809;202505;95597573432368;SUPER GWYNEDD COUNTY EIRELI;"";Conveniencia;"";RIO GRANDE DO SUL CAPITAL;202505;PUEDE PROMOCIONAR
116;EMPORIO WORCESTERSHIRE;AUTOSERVICIOS;AVENIDA CHRISTIANSEN, 327;BETIM;MINAS GERAIS;2;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;SUPERMERCADO;INDEPENDENTE;"";"";"";202004;202406;97232485241822;EMPORIO WORCESTERSHIRE LTDA;"";Supermercado;"";MINAS GERAIS INTERIOR;202406;PUEDE PROMOCIONAR
117;MERCADO NOTTINGHAMSHIRE;AUTOSERVICIOS;AV TREMBLAY, 285;FEIRA DE SANTANA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;FEIRA DE SANTANA;CONVENIENCIA;INDEPENDENTE;"";"";"";201609;202403;47810381702720;MERCADO NOTTINGHAMSHIRE S.A.;"";Conveniencia;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
118;MERCADINHO ESSEX;AUTOSERVICIOS;AVENIDA MORISSETTE, 972;VITORIA DA CONQUISTA;BAHIA;7;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;OUTROS;INDEPENDENTE;"";"";"";201703;202408;97083949733209;MERCADINHO ESSEX EIRELI;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
119;ARMAZÉM WORCESTERSHIRE;AUTOSERVICIOS;AVENIDA GRIMES, 149;VITORIA DA CONQUISTA;BAHIA;5;BRASIL;NORDESTE;BAHIA;INTERIOR;VITORIA DA CONQUISTA;OUTROS;INDEPENDENTE;"";"";"";201804;202403;07865890155189;ARMAZÉM WORCESTERSHIRE S.A.;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
120;ARMAZÉM GWENT;AUTOSERVICIOS;AVENIDA WILLMS, 324;BETIM;MINAS GERAIS;4;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;CONVENIENCIA;INDEPENDENTE;"";"";"";201608;202405;79581986462903;ARMAZÉM GWENT EIRELI;"";Conveniencia;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
121;SUPER MID GLAMORGAN;AUTOSERVICIOS;AV FRIESEN, 119;SALVADOR;BAHIA;3;BRASIL;NORDESTE;BAHIA;REGIAO DA CAPITAL;SALVADOR;CONVENIENCIA;INDEPENDENTE;"";"";"";201503;202403;13561885340430;SUPER MID GLAMORGAN S.A.;"";Conveniencia;"";BAHIA CAPITAL;202403;PUEDE PROMOCIONAR
122;ARMAZÉM DEVON;AUTOSERVICIOS;AV SHANAHAN, 42;DUQUE DE CAXIAS;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;DUQUE DE CAXIAS;OUTROS;INDEPENDENTE;"";"";"";201902;202509;50979928253683;ARMAZÉM DEVON EIRELI;"";Outros;"";RIO DE JANEIRO INTERIOR;202509;PUEDE PROMOCIONAR
123;MERCADINHO HERTFORDSHIRE;AUTOSERVICIOS;AV WILKINSON, 129;SAO JOSE DOS CAMPOS;SAO PAULO;2;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SAO JOSE DOS CAMPOS;SUPERMERCADO;INDEPENDENTE;"";"";"";201707;202502;62192527388996;MERCADINHO HERTFORDSHIRE EIRELI;"";Supermercado;"";SAO PAULO INTERIOR;202502;PUEDE PROMOCIONAR
124;EMPORIO STRATHCLYDE;AUTOSERVICIOS;AVENIDA KUHLMAN, 512;ITABUNA;BAHIA;9;BRASIL;NORDESTE;BAHIA;INTERIOR;ITABUNA;OUTROS;INDEPENDENTE;"";"";"";201504;202409;11437088578648;EMPORIO STRATHCLYDE S.A.;"";Outros;"";BAHIA INTERIOR;;NO PUEDE PROMOCIONAR
125;MERCADO WAYNE COUNTY;AUTOSERVICIOS;RUA BEDNAR-DICKENS, 469;CAMAÇARI;BAHIA;6;BRASIL;NORDESTE;BAHIA;INTERIOR;CAMAÇARI;CONVENIENCIA;INDEPENDENTE;"";"";"";201509;202401;83875566237132;MERCADO WAYNE COUNTY S.A.;"";Conveniencia;"";BAHIA INTERIOR;202401;PUEDE PROMOCIONAR
126;MERCADO PIKE COUNTY;AUTOSERVICIOS;AVENIDA HARVEY, 718;RIBEIRAO PRETO;SAO PAULO;10;BRASIL;SUDESTE;SAO PAULO;INTERIOR;RIBEIRAO PRETO;CONVENIENCIA;INDEPENDENTE;"";"";"";201603;202405;13803823143085;MERCADO PIKE COUNTY LTDA;"";Conveniencia;"";SAO PAULO INTERIOR;202405;PUEDE PROMOCIONAR
127;SUPER POLK COUNTY;AUTOSERVICIOS;AV PROHASKA-GULGOWSKI, 475;BETIM;MINAS GERAIS;9;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;BETIM;OUTROS;INDEPENDENTE;"";"";"";201508;202403;54670827736190;SUPER POLK COUNTY LTDA;"";Outros;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
128;EMPORIO LANCASHIRE;AUTOSERVICIOS;RUA WIEGAND, 425;NITEROI;RIO DE JANEIRO;1;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;OUTROS;INDEPENDENTE;"";"";"";201709;202402;46421192683684;EMPORIO LANCASHIRE EIRELI;"";Outros;"";RIO DE JANEIRO INTERIOR;;NO PUEDE PROMOCIONAR
129;MERCADINHO DORSET;AUTOSERVICIOS;R LITTLE, 854;SANTOS;SAO PAULO;5;BRASIL;SUDESTE;SAO PAULO;INTERIOR;SANTOS;CONVENIENCIA;INDEPENDENTE;"";"";"";201708;202506;38229565952950;MERCADINHO DORSET EIRELI;"";Conveniencia;"";SAO PAULO INTERIOR;202506;PUEDE PROMOCIONAR
130;SUPER ESSEX;AUTOSERVICIOS;RUA HIRTHE, 878;CAMPINAS;SAO PAULO;4;BRASIL;SUDESTE;SAO PAULO;INTERIOR;CAMPINAS;SUPERMERCADO;INDEPENDENTE;"";"";"";202103;202503;78534231232974;SUPER ESSEX S.A.;"";Supermercado;"";SAO PAULO INTERIOR;;NO PUEDE PROMOCIONAR
131;MERCADINHO SURREY;AUTOSERVICIOS;R MILLS, 745;NITEROI;RIO DE JANEIRO;3;BRASIL;SUDESTE;RIO DE JANEIRO;INTERIOR;NITEROI;CONVENIENCIA;INDEPENDENTE;"";"";"";201601;202401;90790160188865;MERCADINHO SURREY LTDA;"";Conveniencia;"";RIO DE JANEIRO INTERIOR;202401;PUEDE PROMOCIONAR
132;MERCADINHO MORGAN COUNTY;AUTOSERVICIOS;R KUHIC-WALSH, 329;FOZ DO IGUAÇU;PARANA;9;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;CONVENIENCIA;INDEPENDENTE;"";"";"";201707;202406;50138806069020;MERCADINHO MORGAN COUNTY EIRELI;"";Conveniencia;"";PARANA INTERIOR;;NO PUEDE PROMOCIONAR
133;MERCADINHO DURHAM;AUTOSERVICIOS;AV HOMENICK, 728;CONTAGEM;MINAS GERAIS;2;BRASIL;SUDESTE;MINAS GERAIS;INTERIOR;CONTAGEM;CONVENIENCIA;INDEPENDENTE;"";"";"";201503;202408;42412655882631;MERCADINHO DURHAM LTDA;"";Conveniencia;"";MINAS GERAIS INTERIOR;;NO PUEDE PROMOCIONAR
134;ARMAZÉM AVON;AUTOSERVICIOS;R MUELLER, 277;BELO HORIZONTE;MINAS GERAIS;3;BRASIL;SUDESTE;MINAS GERAIS;REGIAO DA CAPITAL;BELO HORIZONTE;CONVENIENCIA;INDEPENDENTE;"";"";"";201501;202504;05276305553257;ARMAZÉM AVON EIRELI;"";Conveniencia;"";MINAS GERAIS CAPITAL;202504;PUEDE PROMOCIONAR
135;EMPORIO HENRY COUNTY;AUTOSERVICIOS;AVENIDA BERNHARD, 379;FOZ DO IGUAÇU;PARANA;7;BRASIL;SUL;PARANA;INTERIOR;FOZ DO IGUAÇU;CONVENIENCIA;INDEPENDENTE;"";"";"";202005;202403;38677671131371;EMPORIO HENRY COUNTY S.A.;"";Conveniencia;"";PARANA INTERIOR;202403;PUEDE PROMOCIONAR
